course_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Complete Flash Games Development  from scrach,0,0.0943445138671,0.132903980019,0,0,0,0,0,0,0.341284387317,0.348503530047,0,0,0,0,0,0,0,0,0,0,0.079325335111,0,0,0,0
How to Negotiate Like An Angry Bride,0,0,0,0.204611278298,0,0.299134978066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149430922139,0.11401450901,0.155336112922,0,0,0,0.0697021917946
Introduction to Computer Science and Programming Using Python,0.0577006476634,0,0,0,0,0,0,0,0,0,0,0,0,0.898343308379,0,0,0,0,0,0,0,0,0,0,0,0
Web Design for Mobile eCommerce,0,0,0,0.0230397590545,0,0.2083935776,0.0660840632352,0,0,0,0.413502538974,0.0215496762053,0,0,0,0,0.0128349629017,0,0,0,0,0.25297509114,0,0,0,0
R Programming,0,0,0,0,0,0,0,0,0,0,0.0905172238369,0,0,0.610227192801,0,0.288724447831,0,0,0,0,0,0,0,0,0,0
Introductory Physics: Classical Mechanics,0,0.147277984029,0.0280267337706,0.111370354849,0,0.0552436338574,0,0.0437388957912,0.019954094298,0,0,0,0,0,0,0.326215828776,0,0,0,0.0979634837671,0,0,0,0.160435621761,0,0
Increase Your Strength & Flexibility With Yoga,0.0558349415582,0,0.0635408252571,0,0,0,0,0,0.444939112932,0,0,0,0,0,0,0,0,0.301206432071,0,0,0.110852023404,0.0119679505638,0,0,0,0
Financial Markets 金融市场（中文版）,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615
Music's Big Bang: The Genesis of Rock 'n' Roll,0,0.042580875109,0,0,0,0,0.0107580327722,0.0312958352442,0,0,0,0,0,0,0.0380665791463,0,0,0,0.437888446743,0.349780102416,0,0,0,0,0,0.0839209939532
Innovation and Commercialization,0,0.368382025305,0,0.0993981731641,0,0.147987604657,0.0837995484247,0.0937701849647,0,0,0,0,0,0,0,0,0,0,0,0.15584402414,0,0,0,0,0,0.0405259149662
Jazz Appreciation,0,0.193682305651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34676619717,0.452474574102,0,0,0,0,0,0
How to get the right shot in Photography,0,0,0.0162924604855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976141335227,0,0,0,0,0
Become An Awesome Java Professional,0,0,0,0,0,0,0,0,0,0,0,0.396616508916,0,0.59169897307,0,0,0,0,0,0,0,0,0,0,0,0
Successful HR in Business,0,0.9842370744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn your Nikon Flash system,0,0,0,0.0433755215358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950214222054,0,0,0,0,0
IFRS Conceptual Framework for Financial Reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997041420118,0,0,0,0,0,0,0,0,0,0
Build a Network Application with Node,0,0,0,0,0,0,0,0,0,0.0338627026873,0,0.881838250587,0,0,0,0,0.010158556029,0,0,0,0,0.0679187712389,0,0,0,0
Mastering Kendo UI,0,0,0,0,0,0,0,0,0,0,0.786447589889,0.208562805121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swift - Learn by doing,0,0,0,0,0,0.0330065616925,0,0,0,0.115100677302,0,0,0,0.848821179808,0,0,0,0,0,0,0,0,0,0,0,0
Learn C# Programming (In Ten Easy Steps),0,0,0.0550511605908,0,0,0,0,0,0,0,0,0.103857403862,0,0.832463748962,0,0,0,0,0,0,0,0,0,0,0,0
Analysis of a Complex Kind,0,0,0,0.0495023041183,0,0,0,0,0,0,0,0,0.0575930230973,0.0263928018486,0,0.719290481558,0,0,0,0.0779622990761,0,0,0,0.0175002774998,0,0.0465014802057
Shooting and Sharing with Vine,0,0,0,0,0,0,0,0.28686629858,0,0,0,0,0,0.245325416389,0,0,0.0333169423107,0,0,0,0.104462613084,0.316103000193,0,0,0,0
The Collection of 3D Digital Content for PHYSICS PART -5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982517482517,0,0,0,0,0,0,0,0,0,0,0,0
Process Mining: Data science in Action,0,0.0439300008935,0,0.132956893096,0,0,0.062718699377,0,0,0,0,0.560617661033,0,0,0,0.197252707139,0,0,0,0,0,0,0,0,0,0
Kinesiotaping Avanzado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802236951719,0,0,0,0,0,0.140070740588,0,0,0
Facebook Application Development from Scratch,0,0,0,0,0,0.332880417288,0.475325773567,0,0,0.0200741378839,0.157378080647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Model Generation Workshop,0,0,0,0,0,0,0.593648201036,0,0,0,0,0,0,0.149822291781,0,0.11461550796,0,0,0,0,0,0,0.136690827334,0,0,0
Basic Technical Analysis,0,0,0,0,0,0,0,0,0.0541932615144,0,0,0,0.0615523819732,0,0,0.245700336106,0,0,0,0,0,0.118336962945,0.0497114018814,0,0.46816043982,0
Digital Branding and Engagement,0,0.345543720876,0,0.0991367565745,0,0,0.454567280565,0,0,0,0,0,0,0,0,0,0,0,0,0.0914538480699,0,0,0,0,0,0
Arabic Language for beginner ! Short n sweet introduction ,0,0,0,0,0.361583774181,0.546988796221,0,0.0695262984575,0,0,0,0,0,0.0168943036478,0,0,0,0,0,0,0,0,0,0,0,0
AIDS,0.0653061284909,0.121032944837,0,0,0,0.123754214039,0,0,0,0.0557011314753,0,0,0.0360395986655,0,0,0,0,0,0,0.556410648721,0,0,0,0,0,0.0378682633952
How to Teach Online and Create a Passive Income Stream ,0,0,0,0,0,0,0.177941735714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815648007875,0,0,0,0
Know The Essential Secrets To Money : Use Almost Anything !,0,0,0,0,0,0.717025217634,0.263479160755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131314821524
Programación Android 04 Ciclo de vida de una actividad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966843501326,0,0,0,0,0,0,0,0,0
"Shaping the Way We Teach English, 1: The Landscape of English Language Teaching",0,0.392330988924,0,0.3575128145,0.243454564874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Solving and Graphing Compound Inequalities,0,0,0,0,0,0.429016452079,0,0,0,0,0,0,0,0.0514207830109,0,0.508670369228,0,0,0,0,0,0,0,0,0,0
How to Teach With Technology,0,0,0.048984457426,0,0,0.326481478397,0,0.0103988669692,0,0,0.133344864002,0,0,0.0168016538093,0,0,0,0,0,0.0444558890469,0.0737469903362,0.326875215588,0,0,0,0
Become an Enterprise Architect with TOGAF 9.1 Part 1,0,0.19337171535,0,0.037495472408,0,0.209046028209,0.0393980025478,0.0458816039605,0,0,0.0442276602097,0.167493557327,0,0,0,0.2544391215,0,0,0,0,0,0,0,0,0,0
Become an Enterprise Architect with TOGAF 9.1 Part 2,0,0.186327137754,0,0,0,0.378007947859,0,0.0320463505461,0,0,0.0476151282749,0.132172524336,0,0,0,0.213706198871,0,0,0,0,0,0,0,0,0,0
On Strategy: What Managers can learn from Philosophy - Part 2,0.317635174012,0.219383558579,0,0.0617353354127,0,0,0,0,0,0,0,0,0.360223952589,0,0,0,0,0,0,0,0,0.0282388857568,0,0,0,0
Business Blogging Workshop: Drive Leads With Your Blog,0,0,0,0,0,0,0.198892073311,0.0382753422519,0,0,0.032995481729,0,0,0,0,0,0,0,0,0,0,0.712151289726,0,0,0,0
Write and Publish Your Book - Step by Step,0,0,0,0,0,0.677772558503,0,0.293381287649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovating in Health Care,0,0.58521467251,0,0,0,0,0.294757834899,0,0,0,0,0,0,0,0,0,0,0,0,0.10552560104,0,0,0,0,0,0
Outsourcing without Fear - an Entrepreneur's Hands on Guide ,0,0,0,0,0,0.429082521167,0.383174090509,0,0,0,0,0.0555690364599,0,0,0,0,0,0,0,0,0,0.124191768409,0,0,0,0
Make Your Writing Stand Out in Eight Easy Steps,0,0.0957861838044,0.0154546921264,0,0.0722828975831,0.090133752374,0.0616725278132,0.305527881906,0.0822053393702,0,0,0,0.0179923172957,0,0,0,0,0,0,0,0.0804543502526,0.173695047896,0,0,0,0
Cinematography - Professionally Use & Understand Your DSLR,0,0,0,0,0,0.103864565248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70715206872,0.18460408195,0,0,0,0
Become a Hadoop Developer |Training|Tutorial ,0,0,0.0626935858659,0,0,0.488602699526,0,0,0,0,0,0.149292849243,0,0,0,0.253920197819,0,0,0,0,0,0,0,0,0,0.0418359512219
"Persuasive Presentations: Write, Deliver	and move audiences!",0,0.0830643473036,0.0728299589294,0.0934024298539,0.0315213355754,0.542918671073,0,0,0.0905557781305,0,0,0,0,0,0,0,0,0,0,0,0,0.0827368725045,0,0,0,0
An Exploration of Symmetry (Eligible for NTU Credit),0,0.0874510761183,0,0.0360311197369,0,0,0,0,0,0,0,0.0579494489902,0,0.0183125128661,0,0.306441270389,0,0,0.0136864628043,0.272810929955,0.067772092255,0,0,0.120754650174,0,0
Oracle Java SE7 Programmer Level 1 Certification,0,0,0,0,0,0,0.0685507090894,0,0,0,0,0.269826054682,0,0.459309282573,0,0.197740149081,0,0,0,0,0,0,0,0,0,0
Numbers for the  Business Plan,0,0,0,0,0,0,0.855975700576,0,0,0,0,0,0,0,0,0.138144828576,0,0,0,0,0,0,0,0,0,0
Calculus 2 - Applications of Integrals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102324101375,0,0,0,0.809669083274,0,0,0,0.0850482354696,0,0
"Shaping the Way We Teach English, 2: Paths to Success in ELT",0,0.399933745233,0,0.337040569653,0.256707003795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crucial Public Speaking Skills,0,0.0134579517484,0,0,0.0869924014006,0.665033403572,0,0.0408397907456,0.0880384539783,0,0,0,0,0,0,0.039587454838,0,0,0.0330691882015,0,0,0,0.0254597465089,0,0,0
Advanced search form with PHP and MySQL,0,0,0,0,0.0313188836909,0,0,0,0,0,0.945012477255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Becoming a Resilient Person- The Science of Stress Management,0,0.157523782055,0,0,0,0.218081193551,0,0,0.24270983455,0,0,0,0.0557272450524,0,0,0,0,0.0415263490547,0,0.279825423465,0,0,0,0,0,0
"Apple Swift step by step: create apps for iOS, watchOS, MacOS",0,0,0,0,0,0.150087677374,0,0,0,0.349487555394,0,0.200222470992,0,0.186543743977,0,0.0551156052234,0,0,0,0,0,0.05296881103,0,0,0,0
Confronting Gender Based Violence: Global Lessons with Case Studies from India,0,0.323480792591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667240741737,0,0,0,0,0,0
The Advanced Web Developer Course,0,0,0,0,0,0.190403407038,0,0,0,0,0.142975292617,0.548650230515,0,0,0,0,0.0460799202114,0,0,0,0,0.063206286094,0,0,0,0
Landscape Photography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958193979929,0,0,0,0,0
Algorithmic Thinking (Part 2),0.105246072415,0,0,0,0,0,0,0,0,0,0,0,0.0395143675762,0.0946628129544,0,0.749999823976,0,0,0,0,0,0,0,0,0,0
EFT for Stock Option Trading Success & Making More Money,0,0,0,0,0,0.445656593574,0,0,0.198169809143,0,0,0,0,0,0,0,0,0,0,0.036525096919,0,0,0,0,0.233862148899,0.0751964177706
"Video Editing with DaVinci Resolve, FREE Pro Software!",0,0,0.574003771462,0.0746160406052,0,0,0,0,0,0,0.155027909925,0,0,0,0,0,0,0,0,0,0.141154486243,0,0.0519010884678,0,0,0
NCERT Solutions for Class 10 Maths Chapter 6 Triangles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148343728762,0,0.689871005447,0,0.156870735876,0,0,0,0,0,0,0,0
Super-Earths And Life,0.233837115837,0.18769500871,0,0,0,0.321277393075,0,0,0,0,0,0,0.0882131119943,0,0,0,0,0,0,0,0,0,0,0.155950075096,0,0
"Fast loading, Ajax, SEO friendly website with fading effect",0,0,0,0,0,0,0,0,0.064805988756,0,0.605977317841,0.307101308786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Optimiza la Velocidad Web en WordPress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97654844933,0,0,0,0,0.0172145444332,0,0,0,0
Learning Oracle 12c - A Beginners Oracle Training Video,0,0,0,0,0,0,0,0,0,0.186845891214,0,0.774692570323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapid PhantomJS,0,0,0,0,0,0,0,0.0440527460503,0,0,0.458712833536,0.458441488019,0,0,0,0.0272017838168,0,0,0,0,0,0,0,0,0,0
RebalanceDiabetes Foundation Seminar,0,0.0872385626173,0,0,0.201066593476,0,0.0206007634798,0,0,0,0,0,0,0,0.43219326047,0,0,0,0,0.0829995771492,0,0.173658587505,0,0,0,0
Christmas Edition Piano Course by MusicITeach,0.0203014531354,0,0,0,0,0.222333311438,0,0,0,0,0,0,0,0,0,0,0,0,0.719456779611,0,0,0.035693393391,0,0,0,0
A History of the World since 1300,0.0604739666948,0,0,0,0,0,0,0,0,0,0,0,0.184855781955,0,0,0,0,0,0,0.691792837192,0,0,0,0,0,0.0558261321069
Learn to Speak Fluent English,0,0,0,0,0.636593859068,0.238042730918,0,0.0655934810239,0,0,0,0,0,0,0,0,0,0,0.0127579560468,0,0,0,0,0,0,0.0297666694356
 Make More Money Marketing BootCamp,0,0,0,0,0,0.597152992671,0.318805639072,0,0,0,0,0,0,0,0,0,0,0,0.0271639471095,0,0,0.0552656995349,0,0,0,0
Strategy and the Sustainable Enterprise,0,0.858410219752,0,0,0,0,0.133632220566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick and Jenna's iOS 9 Adventure - Make 14 Apps with Swift 2,0,0.0907371888016,0.120321368293,0,0,0.147338529098,0,0,0,0.231112621161,0,0.0517435905328,0,0,0,0,0,0,0,0,0,0.351878570246,0,0,0,0
How To Become A Successful Professional Speaker,0,0,0,0,0.0753593293522,0.813205068335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893202176968,0
Servant Salesmanship,0,0.0535384222698,0.0870612865425,0.0870468737576,0,0,0.713205976314,0,0.0233275769302,0,0.0271320362734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Develop and Launch Your First Website in Just One Day!,0,0,0,0,0,0.214244394159,0,0,0,0,0.767656058329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Speaking-How to Size Up Your Public Speaking Audience,0,0,0,0,0,0.993952588292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Become a Web Developer,0,0,0,0,0,0.222479720925,0,0,0,0,0.770032899899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful Communication and Process Management Skills,0,0,0,0.759615384612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kindle Publishing Full Time Passive Income System,0,0,0,0,0,0.224088719548,0.179752043439,0.238687147216,0,0.0790216774017,0,0,0,0,0,0,0,0,0,0,0,0.270291904236,0,0,0,0
How to Write a Book and Become a REAL Best Selling Author,0,0,0.0844612990783,0,0,0.238715097869,0,0.214738407434,0,0,0,0,0.0137156542215,0,0,0,0,0,0,0,0,0.436554297115,0,0,0,0
Writing Secure PHP Code - PHP Security Tutorial,0,0,0.566842981645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279310864503,0,0,0,0,0,0,0,0,0
How To Write Like A Professional And Boost Your Career Today,0,0.0355107846732,0,0,0.0981115558446,0.206533147695,0.0692518506975,0.232009501506,0,0,0.122053150863,0,0,0,0,0.0197652255508,0,0,0,0,0.0404739307919,0.174801453394,0,0,0,0
Business plan today! Business planning made simple,0,0,0,0,0,0.137644456786,0.789938203074,0.0301993708753,0,0.0195766039401,0,0,0,0,0,0.021494075115,0,0,0,0,0,0,0,0,0,0
From Pawn to King: Learning the Game of Chess,0,0,0.273283777631,0,0.049375017756,0.0831877078717,0.183550380259,0,0,0.0384833408533,0,0,0.12448379302,0,0,0,0,0,0.241546239019,0,0,0,0,0,0,0
"Yoga for Weight Loss, Cardio & Fatburning!",0,0,0,0,0,0.266639103422,0,0,0.131625508525,0,0,0,0,0,0.458900723925,0,0,0.129187021447,0,0,0,0,0,0,0,0
Master Website Development Using HTML & CSS-español,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759615384614,0,0,0,0,0,0,0,0,0
Inventory Valuation,0,0,0,0,0,0,0,0,0,0,0,0.839743589739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desarrollo de Videojuegos para iOS, Android y BlackBerry10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926035502958,0,0,0,0,0,0,0,0,0
"A1.2 Russian Phonetic, Reading and Cursive Writing",0,0,0,0,0.789146180903,0,0,0.14944435402,0,0,0,0,0,0,0,0,0,0,0.0517940804609,0,0,0,0,0,0,0
香川愛生の「はじめての将棋」レッスン＠ねこまど,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615
The Book: Making and Meaning in the Medieval Manuscript,0,0.59787962153,0,0,0,0,0,0.28411857531,0,0,0,0,0.0744324363767,0,0,0,0,0,0,0,0.0392741695943,0,0,0,0,0
A+ Research Paper in Biology,0,0,0,0,0,0.595549318863,0,0.328496482789,0,0,0,0,0,0,0,0,0,0,0,0.0666424574571,0,0,0,0,0,0
International Human Rights Law: Prospects and Challenges,0,0.220553265664,0,0,0,0,0,0,0,0,0,0,0.0351475212305,0,0,0,0,0,0,0.644119821649,0,0,0,0.0910809630026,0,0
Transient State Mass Balance,0,0,0,0,0,0.141934565476,0,0,0,0,0,0.149775962836,0,0,0,0.431131886272,0,0,0,0,0,0,0.0692101466782,0.204852832194,0,0
Yoga Strength Challenge: 15 Minutes x 15 Days (3/6),0,0,0,0,0,0,0,0,0.435395567853,0.0290914184276,0,0.0850022502428,0,0,0,0,0,0.203367822281,0,0.143635948103,0.0884240368319,0,0,0,0,0
Quicklessons Piano Course - Learn to Play Piano by Ear! ,0,0,0,0,0,0,0,0,0,0,0,0,0.0299660136458,0,0,0.0270133322378,0,0,0.890850123345,0.0279083594892,0,0,0,0.0184436874358,0,0
Build an online forum in less than 1 hour,0,0,0,0,0,0.335465904867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64988208048,0,0,0,0
احترف التعامل مع قواعد البيانات بلغة swift,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615,0.0384615384615
How To Quit Your Job & Start A Business,0,0.0828389868818,0,0,0,0.0654359866614,0.790959362445,0.0145744053742,0,0.0149690103643,0,0,0,0,0,0,0,0,0,0,0,0,0.0231205483699,0,0,0
Swift programming for iOS with Parse. Practical examples.,0,0,0,0,0,0,0,0,0,0.0450612402634,0.894575217675,0.0593215922564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. Compound Interest ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680963693254,0,0,0.123747372852,0,0,0.188268176873,0,0,0,0
Management For The New Managers,0,0.643785960427,0,0,0,0.124003268721,0.07822974207,0,0,0,0,0,0.12953448547,0.0234305781456,0,0,0,0,0,0,0,0,0,0,0,0
How to Lead & Manage Organizational Change,0,0.763624131446,0,0,0,0.147821551702,0,0,0.0763364518279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Solve a quadratic y=ax^2+bx by factoring out a GCF,0,0.214701756508,0,0,0,0.0978987810863,0,0,0,0,0,0,0,0.141553076138,0,0.543978496983,0,0,0,0,0,0,0,0,0,0
Learn iPad Development and Advanced iOS Programming,0.0594498349937,0,0,0,0,0,0,0,0,0.0948374731484,0,0.634917905541,0,0,0,0.0781385630736,0.0159407272157,0,0,0,0.111587290899,0,0,0,0,0
Java 8 - Make it your new  Cup of Coffee,0,0,0,0,0,0.132566642206,0,0,0.114491312178,0,0,0,0,0.476848224845,0.0567605455527,0.207455447163,0,0,0,0,0,0,0,0,0,0
Why are you alive? - Introduction,0,0,0,0,0,0.105029524172,0,0.0192733377765,0.225855118936,0,0,0,0.335766982014,0,0,0,0,0,0,0.152247782938,0,0,0,0,0,0.152777480407
Genomic Data Science with Galaxy,0.522591655992,0,0,0,0,0,0,0,0,0,0,0.426126292721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explorations in Confucian Philosophy,0,0,0,0,0,0,0,0,0,0,0,0.0119627983443,0.239733613479,0,0,0,0,0,0,0.491060104569,0,0,0,0.253688215346,0,0
Keyboard Basics,0,0,0,0,0,0,0,0,0,0,0,0.341461903426,0,0,0,0,0,0,0.595024301045,0,0.0454604203312,0,0,0,0,0
Learn AngularJS Step By Step,0,0,0,0,0,0,0,0,0,0,0.146391678576,0.443755717212,0,0.249679372095,0,0,0,0,0,0,0,0.156893566047,0,0,0,0
Master Udemy: 15 Instructor Course Creation Errors to Avoid,0,0,0,0,0,0.253993822238,0.0199164833273,0,0,0,0,0,0.045205736764,0,0,0,0,0,0,0,0,0.67771050946,0,0,0,0
"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure",0,0,0,0,0.106439877494,0,0,0,0,0,0,0,0,0,0,0.463109294426,0,0,0,0.141835968484,0,0,0.0241149204674,0.257021306648,0,0
Publish your own Impossible Arrow iPhone game without coding,0,0,0,0,0,0,0,0,0,0.948861127932,0,0,0,0,0,0,0,0,0,0,0,0.034831787081,0.0140271484283,0,0,0
Advanced Instructional Strategies in the Virtual Classroom,0,0.501750402809,0.121695789849,0.0565568709536,0,0.309802311736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packaging and Labeling Soap and Cosmetics,0,0,0,0.0838454777189,0,0,0,0.468054786004,0,0,0,0,0,0.0747354804093,0,0,0,0,0,0,0,0.360197509807,0,0,0,0
Create a Single HTML5 Resume,0,0.0896232454448,0,0,0,0.19865494695,0,0,0,0,0.656621635442,0,0,0,0,0,0,0,0,0,0,0,0.0487381131695,0,0,0
School of Raising Money: Find & Assemble a DealTeam,0,0,0,0,0,0.428956164556,0.505081669547,0,0.0426828136683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Business SuperPower: Grow Your Business In Less Time,0,0,0,0.181045720595,0,0.0213581614836,0.577374062415,0,0,0,0,0.0292590767384,0,0,0,0,0,0,0,0,0,0.180453654744,0,0,0,0
Become a great English teacher for 2-3 year old kids,0.234271779238,0,0.0251704223351,0,0.237590850709,0.385753895861,0,0.0182508761851,0.0238892203312,0,0,0,0,0,0,0,0,0,0.0669926896389,0,0,0,0,0,0,0
Learn Cash Budgeting Techniques,0,0,0,0,0,0,0.613201966955,0,0.0499771268473,0,0,0,0,0,0,0.326881407494,0,0,0,0,0,0,0,0,0,0
Start & grow your own online retail business just like mine!,0,0.0579055735824,0,0,0,0.245919611131,0.329434602919,0,0,0,0,0.0455753126992,0,0,0,0,0,0,0,0,0,0.310847369703,0,0,0,0
"Unity 3d Game Development - iOS, Android, & Web - Beginners",0,0,0.728593108275,0,0,0,0,0,0,0,0,0.166033400642,0,0.102888616407,0,0,0,0,0,0,0,0,0,0,0,0
Principles of Reactive Programming,0,0.272328132778,0,0,0,0,0,0,0,0,0,0.23221407256,0,0.284733966813,0,0.160657228126,0,0,0,0.0453154685005,0,0,0,0,0,0
Real Estate Financial Modeling,0,0.0568098338137,0,0.0956250341964,0,0.113900369597,0.336140421285,0,0.0108721319831,0,0,0,0,0,0,0.33160562082,0,0,0,0,0,0,0,0,0.052309624894,0
Rural Health Nursing,0,0.386086372579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61005138088,0,0,0,0,0,0
Analyzing Global Trends for Business and Society,0,0.191565420892,0,0,0,0,0.150610474386,0,0.0310891379466,0,0,0,0,0,0.131050435635,0,0,0,0,0.4216338175,0,0,0,0.0653094548993,0,0
SharePoint 2013 Development using C# - Part I,0,0,0,0,0,0,0,0,0,0.0429675627452,0.147615012302,0.799010185133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Genomic Technologies,0,0,0.0479947606854,0,0,0,0,0,0,0,0,0,0,0,0,0.936872830739,0,0,0,0,0,0,0,0,0,0
Become a 2D Game Developer for Android In No Time!,0,0,0.14068826906,0,0,0.0906203538417,0,0.0221258125887,0,0.182134247928,0,0.266203427263,0,0,0,0,0,0,0,0,0,0.294262782261,0,0,0,0
Build Great IOS Apps (Swift),0,0,0,0,0,0.0822667872194,0,0,0,0.297575222261,0.518883625252,0,0,0.0799613627814,0,0,0,0,0,0,0,0.0153197059076,0,0,0,0
Surveillance Law,0,0.303359261911,0,0,0,0,0,0,0,0,0,0.113086887509,0,0.0246736016144,0,0,0.0157694008043,0,0.0248243211921,0.171444198443,0,0.0947649634582,0,0.248052320345,0,0
WordPress Plugins: Top 10 Must Have Plugins for Your Website,0,0,0,0,0,0,0,0,0,0,0.513195077822,0,0,0,0,0.0149554454259,0,0,0,0,0,0.449022360067,0,0,0,0.0113055217855
Religion and Hip Hop Culture,0,0,0,0,0,0,0,0.123214613916,0,0,0,0,0.136087007123,0,0,0,0,0.0900288545824,0,0.466416634455,0.178134008804,0,0,0,0,0
Circadian clocks: how rhythms structure life,0.252487835346,0.0585211641433,0,0,0,0,0,0,0,0,0,0.0235528360921,0.137051613118,0,0.0704861211633,0,0,0,0.111785885913,0.272468549057,0,0,0,0.0692643009121,0,0
TechniCity,0,0.465756910923,0,0,0,0,0,0,0,0,0,0.0643839763631,0,0,0,0,0,0,0,0.463672991142,0,0,0,0,0,0
How To DJ With Ableton Live: DJ Techniques Clear and Simple,0,0,0.895939753866,0,0,0.0613730257064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404476878085
Get started selling on eBay Today!,0,0,0,0,0,0,0.11205686346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878893362784,0,0,0,0
"Professional Options Trading, Simplified",0,0,0,0,0,0,0.195432599244,0,0,0,0,0,0.0988236751595,0,0,0.109460850527,0,0,0,0,0,0,0,0,0.587491106637,0
Understanding Terrorism and the Terrorist Threat,0,0.478988707559,0,0,0,0,0,0,0,0,0.0596547706249,0,0,0,0,0,0,0,0,0.246082144657,0,0,0,0,0,0.209438833392
How to Sell Products on Amazon,0,0,0,0,0,0,0,0,0,0,0.0327054905462,0,0,0,0,0,0,0,0,0,0,0.962960814979,0,0,0,0
Learn App Development with Docker,0,0,0,0,0,0.0797169760484,0,0,0,0,0.33136566171,0.575908312467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
